idx irq        fired       rxpkts       txpkts         cpus name
  0 327          128            0            0         0-31 mlx5_async0
  1 328            0      4457259      2308355           32 mlx5_comp0
  2 539            1      4655917      2206506           33 mlx5_comp1
  3 540            0      4360628      2255467           34 mlx5_comp2
  4 541           89      4662058      2277472           35 mlx5_comp3
  5 542            1      4242765      2285851           36 mlx5_comp4
  6 543           12      4655421      2337898           37 mlx5_comp5
  7 544            3      4447361      2007876           38 mlx5_comp6
  8 545           13      4611835      2345069           39 mlx5_comp7
total            247     36093244     18024494
