idx irq        fired       rxpkts       txpkts         cpus name
  0 327        50827            0            0         0-31 mlx5_async0
  1 328       565654      1510916       779003           32 mlx5_comp0
  2 539       599463      1462906       761620           33 mlx5_comp1
  3 540       553249      1642931       763740           34 mlx5_comp2
  4 541       543904      1614585       786621           35 mlx5_comp3
  5 542       590030      1448940       740333           36 mlx5_comp4
  6 543       626689      1402676       727335           37 mlx5_comp5
  7 544       598614      1473753       722187           38 mlx5_comp6
  8 545       583835      1517314       739877           39 mlx5_comp7
total        4712265     12074021      6020716
