idx irq        fired       rxpkts       txpkts         cpus name
  0 327          127            0            0         0-31 mlx5_async0
  1 328            0      4665155      2108834           32 mlx5_comp0
  2 539            0      4475911      2327395           33 mlx5_comp1
  3 540            0      4570877      2183701           34 mlx5_comp2
  4 541            0      4356278      2281535           35 mlx5_comp3
  5 542            0      4834867      2179614           36 mlx5_comp4
  6 543            0      4369592      2295840           37 mlx5_comp5
  7 544            0      4598396      2234408           38 mlx5_comp6
  8 545            0      4222736      2414702           39 mlx5_comp7
total            127     36093812     18026029
