idx irq        fired       rxpkts       txpkts         cpus name
  0 327          129            0            0         0-31 mlx5_async0
  1 328            0      4496189      2253718           32 mlx5_comp0
  2 539            8      4845676      2323961           33 mlx5_comp1
  3 540            3      4253608      2222487           34 mlx5_comp2
  4 541           86      4439184      2264721           35 mlx5_comp3
  5 542            8      4835085      2291918           36 mlx5_comp4
  6 543           14      4397595      2222964           37 mlx5_comp5
  7 544            7      4517391      2238332           38 mlx5_comp6
  8 545           10      4296553      2203978           39 mlx5_comp7
total            265     36081281     18022079
