idx irq        fired       rxpkts       txpkts         cpus name
  0 327          129            0            0         0-31 mlx5_async0
  1 328           46      9469611      4747904           32 mlx5_comp0
  2 539           17      8923810      4415976           33 mlx5_comp1
  3 540           13      9494761      4737011           34 mlx5_comp2
  4 541           17      9108031      4382808           35 mlx5_comp3
  5 542            8      8765689      4463037           36 mlx5_comp4
  6 543           22      9542772      4771890           37 mlx5_comp5
  7 544           20      8829923      4627210           38 mlx5_comp6
  8 545           63      9250251      4554963           39 mlx5_comp7
total            335     73384848     36700799
