idx irq        fired       rxpkts       txpkts         cpus name
  0 327          136            0            0         0-31 mlx5_async0
  1 328            0      1525436       772141           32 mlx5_comp0
  2 539            0      1459313       752180           33 mlx5_comp1
  3 540            0      1562699       731460           34 mlx5_comp2
  4 541            0      1509208       779821           35 mlx5_comp3
  5 542            0      1550558       721597           36 mlx5_comp4
  6 543            0      1447879       775060           37 mlx5_comp5
  7 544            0      1467911       761829           38 mlx5_comp6
  8 545            0      1549986       728057           39 mlx5_comp7
total            136     12072990      6022145
