idx irq        fired       rxpkts       txpkts         cpus name
  0 327          148            0            0         0-31 mlx5_async0
  1 328           37      5887916      2975904           32 mlx5_comp0
  2 539           24      5913769      2972333           33 mlx5_comp1
  3 540           19      5845098      2967347           34 mlx5_comp2
  4 541           31      5941090      2976471           35 mlx5_comp3
  5 542           14      6004829      3019815           36 mlx5_comp4
  6 543            8      6080160      3027519           37 mlx5_comp5
  7 544            7      6219978      3025855           38 mlx5_comp6
  8 545           59      6151093      3052076           39 mlx5_comp7
total            347     48043933     24017320
