idx irq        fired       rxpkts       txpkts         cpus name
  0 327        16106            0            0         0-31 mlx5_async0
  1 328       307945      6136875      2977557           32 mlx5_comp0
  2 529       308136      5901780      3034243           33 mlx5_comp1
  3 530       316278      5951991      2943282           34 mlx5_comp2
  4 531       315804      6246169      2993864           35 mlx5_comp3
  5 532       305677      5543689      3025661           36 mlx5_comp4
  6 533       308711      5958090      3003061           37 mlx5_comp5
  7 534       301948      6112827      3018874           38 mlx5_comp6
  8 535       299487      6230184      3034915           39 mlx5_comp7
total        2480092     48081605     24031457
