idx irq        fired       rxpkts       txpkts         cpus name
  0 327          185            0            0         0-31 mlx5_async0
  1 328          815      1469259       749500           32 mlx5_comp0
  2 539          703      1515569       752775           33 mlx5_comp1
  3 540          677      1520946       752206           34 mlx5_comp2
  4 541          405      1556211       766584           35 mlx5_comp3
  5 542          729      1575164       754080           36 mlx5_comp4
  6 543          521      1600216       772205           37 mlx5_comp5
  7 544          716      1439324       752982           38 mlx5_comp6
  8 545          667      1402674       723453           39 mlx5_comp7
total           5418     12079363      6023785
