idx irq        fired       rxpkts       txpkts         cpus name
  0 327         9408            0            0         0-31 mlx5_async0
  1 328       264716      8846751      4418068           32 mlx5_comp0
  2 539       284423      5973739      4264104           33 mlx5_comp1
  3 540       293536      6621797      3333153           34 mlx5_comp2
  4 541       285232      8522423      3690722           35 mlx5_comp3
  5 542       313354      7385396      2984170           36 mlx5_comp4
  6 543       286126      6667658      3307173           37 mlx5_comp5
  7 544       279687      8898895      4381701           38 mlx5_comp6
  8 545       278792      8767212      4446978           39 mlx5_comp7
total        2295274     61683871     30826069
