idx irq        fired       rxpkts       txpkts         cpus name
  0 327          129            0            0         0-31 mlx5_async0
  1 328            0      7403571      3642803           32 mlx5_comp0
  2 539            3      7707774      3737297           33 mlx5_comp1
  3 540            0      7293089      3851141           34 mlx5_comp2
  4 541          109      7469906      3696453           35 mlx5_comp3
  5 542           10      7447590      3668802           36 mlx5_comp4
  6 543           22      7339326      3689379           37 mlx5_comp5
  7 544            3      7385223      3721459           38 mlx5_comp6
  8 545           10      8050090      4023470           39 mlx5_comp7
total            286     60096569     30030804
