idx irq        fired       rxpkts       txpkts         cpus name
  0 327          131            0            0         0-31 mlx5_async0
  1 328            1      3131880      1523928           32 mlx5_comp0
  2 539            7      2902176      1524360           33 mlx5_comp1
  3 540           11      2972255      1507163           34 mlx5_comp2
  4 541          108      3079971      1493264           35 mlx5_comp3
  5 542           17      2973792      1487661           36 mlx5_comp4
  6 543           36      3076052      1511068           37 mlx5_comp5
  7 544           14      2986370      1477564           38 mlx5_comp6
  8 545           30      2946895      1496409           39 mlx5_comp7
total            355     24069391     12021417
