idx irq        fired       rxpkts       txpkts         cpus name
  0 327          131            0            0         0-31 mlx5_async0
  1 328           20      5930153      3029306           32 mlx5_comp0
  2 539           39      6349328      2999204           33 mlx5_comp1
  3 540           36      5992026      3050336           34 mlx5_comp2
  4 541            6      5477107      2923354           35 mlx5_comp3
  5 542           23      6149511      2966644           36 mlx5_comp4
  6 543           12      6584788      3003980           37 mlx5_comp5
  7 544           16      5670845      3043156           38 mlx5_comp6
  8 545           32      5932227      3021252           39 mlx5_comp7
total            315     48085985     24037232
