idx irq        fired       rxpkts       txpkts         cpus name
  0 317          494            0            0        32-63 mlx5_async0
  1 318         1023      5882147      2926765           16 mlx5_comp0
  2 341         1459      5965153      3039772           17 mlx5_comp1
  3 342         1652      5988755      3066340           18 mlx5_comp2
  4 343         1785      5599495      2988326           19 mlx5_comp3
  5 344          913      6101796      2910548           20 mlx5_comp4
  6 345         1415      6196503      3033834           21 mlx5_comp5
  7 346         1620      6221268      3049322           22 mlx5_comp6
  8 347         1488      6171262      3014398           23 mlx5_comp7
total          11849     48126379     24029305
