idx irq        fired       rxpkts       txpkts         cpus name
  0 327         7567            0            0         0-31 mlx5_async0
  1 328       275386      6786877      5017218           32 mlx5_comp0
  2 539       264697      9000170      4501690           33 mlx5_comp1
  3 540       314138     10033326      3376048           34 mlx5_comp2
  4 541       305040      7493899      3392721           35 mlx5_comp3
  5 542       279480      8281036      3745070           36 mlx5_comp4
  6 543       279371      6755043      3823450           37 mlx5_comp5
  7 544       289734      9401809      4140081           38 mlx5_comp6
  8 545       278519      7645477      4700566           39 mlx5_comp7
total        2293932     65397637     32696844
