idx irq        fired       rxpkts       txpkts         cpus name
  0 327        11053            0            0         0-31 mlx5_async0
  1 328       294813      6757778      3591494           32 mlx5_comp0
  2 539       278300      7943513      3521326           33 mlx5_comp1
  3 540       295539      6675168      3718168           34 mlx5_comp2
  4 541       300555      7266333      3621779           35 mlx5_comp3
  5 542       295321      6454144      3650812           36 mlx5_comp4
  6 543       282757      7197289      3332545           37 mlx5_comp5
  7 544       275772      7549454      3845918           38 mlx5_comp6
  8 545       281315      7247586      3245995           39 mlx5_comp7
total        2315425     57091265     28528037
