idx irq        fired       rxpkts       txpkts         cpus name
  0 327          127            0            0         0-31 mlx5_async0
  1 328            0      1524875       757561           32 mlx5_comp0
  2 539            0      1509254       719861           33 mlx5_comp1
  3 540            0      1525647       767936           34 mlx5_comp2
  4 541            0      1438239       752342           35 mlx5_comp3
  5 542            0      1522723       750344           36 mlx5_comp4
  6 543            0      1511105       764292           37 mlx5_comp5
  7 544            0      1538496       754513           38 mlx5_comp6
  8 545            0      1543604       757122           39 mlx5_comp7
total            127     12113943      6023971
