idx irq        fired       rxpkts       txpkts         cpus name
  0 327          129            0            0         0-31 mlx5_async0
  1 328            3      6177466      2833964           32 mlx5_comp0
  2 539            5      6278369      3119102           33 mlx5_comp1
  3 540            9      6241430      2855980           34 mlx5_comp2
  4 541           92      5664121      3121428           35 mlx5_comp3
  5 542           12      5967355      2975004           36 mlx5_comp4
  6 543           36      5714532      3082771           37 mlx5_comp5
  7 544            4      5795200      2893691           38 mlx5_comp6
  8 545           15      6241345      3137604           39 mlx5_comp7
total            305     48079818     24019544
