idx irq        fired       rxpkts       txpkts         cpus name
  0 327          129            0            0         0-31 mlx5_async0
  1 328           10      6478921      2987620           32 mlx5_comp0
  2 529           27      6074287      3030306           33 mlx5_comp1
  3 530           17      5872046      3010856           34 mlx5_comp2
  4 531            7      5973802      3025564           35 mlx5_comp3
  5 532           32      5445182      2992918           36 mlx5_comp4
  6 533           58      6270478      3047217           37 mlx5_comp5
  7 534           30      6354424      2946405           38 mlx5_comp6
  8 535           21      5605948      2994446           39 mlx5_comp7
total            331     48075088     24035332
