idx irq        fired       rxpkts       txpkts         cpus name
  0 317          397            0            0        32-63 mlx5_async0
  1 318            0      3194059      1490319           16 mlx5_comp0
  2 341            0      2965453      1410693           17 mlx5_comp1
  3 342            0      2979682      1494949           18 mlx5_comp2
  4 343            0      3126131      1595207           19 mlx5_comp3
  5 344            0      2824026      1551674           20 mlx5_comp4
  6 345            0      2994133      1523470           21 mlx5_comp5
  7 346            0      3063556      1481424           22 mlx5_comp6
  8 347            0      3004413      1475935           23 mlx5_comp7
total            397     24151453     12023671
