idx irq        fired       rxpkts       txpkts         cpus name
  0 327          128            0            0         0-31 mlx5_async0
  1 328            3      4419269      7680834           32 mlx5_comp0
  2 539            3      6126209      3786693           33 mlx5_comp1
  3 540           10     15366742      2493536           34 mlx5_comp2
  4 541           93      9579627      4792841           35 mlx5_comp3
  5 542            0      8974530      4485512           36 mlx5_comp4
  6 543           35      4987617      4674357           37 mlx5_comp5
  7 544           13      9353393      2205358           38 mlx5_comp6
  8 545           21      7576105      3061602           39 mlx5_comp7
total            306     66383492     33180733
