idx irq        fired       rxpkts       txpkts         cpus name
  0 327          156            0            0         0-31 mlx5_async0
  1 328          331      4430205      2215567           32 mlx5_comp0
  2 539          345      4409411      2215784           33 mlx5_comp1
  3 540          321      4455216      2228226           34 mlx5_comp2
  4 541          288      4281757      2190669           35 mlx5_comp3
  5 542          349      4660927      2300504           36 mlx5_comp4
  6 543          363      4601064      2299554           37 mlx5_comp5
  7 544          345      4865460      2345316           38 mlx5_comp6
  8 545          346      4368918      2232785           39 mlx5_comp7
total           2844     36072958     18028405
