idx irq        fired       rxpkts       txpkts         cpus name
  0 327        24323            0            0         0-31 mlx5_async0
  1 328       358173      4468197      2242384           32 mlx5_comp0
  2 539       359521      4549762      2268325           33 mlx5_comp1
  3 540       340564      4630415      2264945           34 mlx5_comp2
  4 541       352614      4505313      2267011           35 mlx5_comp3
  5 542       357658      4536029      2237767           36 mlx5_comp4
  6 543       383499      4418770      2254821           37 mlx5_comp5
  7 544       376614      4444772      2241064           38 mlx5_comp6
  8 545       339937      4533241      2256525           39 mlx5_comp7
total        2892903     36086499     18032842
