idx irq        fired       rxpkts       txpkts         cpus name
  0 327          153            0            0         0-31 mlx5_async0
  1 328          313      1536435       749187           32 mlx5_comp0
  2 539          361      1501618       757844           33 mlx5_comp1
  3 540          332      1494423       756466           34 mlx5_comp2
  4 541          348      1481056       753511           35 mlx5_comp3
  5 542          325      1526797       750129           36 mlx5_comp4
  6 543          395      1569103       755808           37 mlx5_comp5
  7 544          348      1537246       749182           38 mlx5_comp6
  8 545          366      1461154       753271           39 mlx5_comp7
total           2941     12107832      6025398
