idx irq        fired       rxpkts       txpkts         cpus name
  0 327          128            0            0         0-31 mlx5_async0
  1 328            0      3097292      1545310           32 mlx5_comp0
  2 539            8      2866038      1439839           33 mlx5_comp1
  3 540            0      3141087      1457368           34 mlx5_comp2
  4 541          118      2725330      1544364           35 mlx5_comp3
  5 542            3      3095486      1405287           36 mlx5_comp4
  6 543           10      2956189      1532989           37 mlx5_comp5
  7 544            1      3319642      1456695           38 mlx5_comp6
  8 545            9      2927421      1647754           39 mlx5_comp7
total            277     24128485     12029606
