idx irq        fired       rxpkts       txpkts         cpus name
  0 327          150            0            0         0-31 mlx5_async0
  1 328          319      6033642      3020874           32 mlx5_comp0
  2 539          346      5791931      3007123           33 mlx5_comp1
  3 540          342      6056326      2995930           34 mlx5_comp2
  4 541          275      6118677      2987912           35 mlx5_comp3
  5 542          347      5773882      3005677           36 mlx5_comp4
  6 543          361      6005588      3000914           37 mlx5_comp5
  7 544          370      6099293      2983261           38 mlx5_comp6
  8 545          394      6170026      3020137           39 mlx5_comp7
total           2904     48049365     24021828
