idx irq        fired       rxpkts       txpkts         cpus name
  0 327          157            0            0         0-31 mlx5_async0
  1 328          338      1569837       720732           32 mlx5_comp0
  2 529          340      1499125       795000           33 mlx5_comp1
  3 530          339      1472404       725066           34 mlx5_comp2
  4 531          330      1520248       808668           35 mlx5_comp3
  5 532          362      1601230       743655           36 mlx5_comp4
  6 533          344      1464664       760807           37 mlx5_comp5
  7 534          343      1474284       714970           38 mlx5_comp6
  8 535          333      1487436       758534           39 mlx5_comp7
total           2886     12089228      6027432
