idx irq        fired       rxpkts       txpkts         cpus name
  0 327        29329            0            0         0-31 mlx5_async0
  1 328       391275      2947504      1505638           32 mlx5_comp0
  2 539       383252      3011422      1500855           33 mlx5_comp1
  3 540       389597      3047710      1501115           34 mlx5_comp2
  4 541       372995      3025577      1505997           35 mlx5_comp3
  5 542       375683      3007266      1496928           36 mlx5_comp4
  6 543       384963      3138826      1507810           37 mlx5_comp5
  7 544       392425      2820298      1515245           38 mlx5_comp6
  8 545       379145      3078998      1490349           39 mlx5_comp7
total        3098664     24077601     12023937
