idx irq        fired       rxpkts       txpkts         cpus name
  0 327          128            0            0         0-31 mlx5_async0
  1 328            1      2967769      1505385           32 mlx5_comp0
  2 539           14      2998749      1509853           33 mlx5_comp1
  3 540            3      3005003      1505518           34 mlx5_comp2
  4 541          111      3019186      1511756           35 mlx5_comp3
  5 542            3      2944745      1494543           36 mlx5_comp4
  6 543           31      3019218      1481994           37 mlx5_comp5
  7 544            9      3090854      1502528           38 mlx5_comp6
  8 545           17      3051418      1514837           39 mlx5_comp7
total            317     24096942     12026414
