idx irq        fired       rxpkts       txpkts         cpus name
  0 327          127            0            0         0-31 mlx5_async0
  1 328            0      4606825      2279590           32 mlx5_comp0
  2 539           13      4501162      2279678           33 mlx5_comp1
  3 540            6      4337715      2259591           34 mlx5_comp2
  4 541          100      4491708      2282190           35 mlx5_comp3
  5 542           13      4573816      2124368           36 mlx5_comp4
  6 543           22      4398134      2243174           37 mlx5_comp5
  7 544            1      4612556      2236237           38 mlx5_comp6
  8 545           11      4572943      2324662           39 mlx5_comp7
total            293     36094859     18029490
