idx irq        fired       rxpkts       txpkts         cpus name
  0 327          148            0            0         0-31 mlx5_async0
  1 328           29      3006058      1515822           32 mlx5_comp0
  2 539            8      2910925      1505485           33 mlx5_comp1
  3 540           10      3024259      1501960           34 mlx5_comp2
  4 541           12      3040785      1515453           35 mlx5_comp3
  5 542            6      2994864      1435317           36 mlx5_comp4
  6 543            9      3101523      1534318           37 mlx5_comp5
  7 544            7      2991438      1494787           38 mlx5_comp6
  8 545           70      3006880      1518719           39 mlx5_comp7
total            299     24076732     12021861
