idx irq        fired       rxpkts       txpkts         cpus name
  0 327          129            0            0         0-31 mlx5_async0
  1 328            8      1539831       752357           32 mlx5_comp0
  2 539           13      1502833       759331           33 mlx5_comp1
  3 540           13      1528167       767675           34 mlx5_comp2
  4 541           73      1513200       767825           35 mlx5_comp3
  5 542            9      1577423       751431           36 mlx5_comp4
  6 543           36      1505792       730368           37 mlx5_comp5
  7 544            2      1378566       755757           38 mlx5_comp6
  8 545           18      1536293       739654           39 mlx5_comp7
total            301     12082105      6024398
