idx irq        fired       rxpkts       txpkts         cpus name
  0 327          128            0            0         0-31 mlx5_async0
  1 328            0      7497990      3744122           32 mlx5_comp0
  2 539            4      7481511      3738597           33 mlx5_comp1
  3 540            0      6915443      3454585           34 mlx5_comp2
  4 541          126      7465555      3846768           35 mlx5_comp3
  5 542            0      7696660      3738445           36 mlx5_comp4
  6 543           23      7776785      3888448           37 mlx5_comp5
  7 544            0      7481868      3888858           38 mlx5_comp6
  8 545           24      7780549      3735186           39 mlx5_comp7
total            305     60096361     30035009
