idx irq        fired       rxpkts       txpkts         cpus name
  0 327          145            0            0         0-31 mlx5_async0
  1 328            0      4332992      2205560           32 mlx5_comp0
  2 539            0      4578046      2526059           33 mlx5_comp1
  3 540            0      4467213      2147782           34 mlx5_comp2
  4 541            0      4352244      2177469           35 mlx5_comp3
  5 542            0      4300140      2286710           36 mlx5_comp4
  6 543            0      5052829      2162468           37 mlx5_comp5
  7 544            0      4415494      2286322           38 mlx5_comp6
  8 545            0      4576463      2230916           39 mlx5_comp7
total            145     36075421     18023286
