idx irq        fired       rxpkts       txpkts         cpus name
  0 327          178            0            0         0-31 mlx5_async0
  1 328          519      5901002      3016534           32 mlx5_comp0
  2 539          486      6045083      3080926           33 mlx5_comp1
  3 540          520      5979528      3048620           34 mlx5_comp2
  4 541          583      5860902      2944159           35 mlx5_comp3
  5 542          551      5822370      2962285           36 mlx5_comp4
  6 543          560      6156930      2977245           37 mlx5_comp5
  7 544          538      5902006      2999481           38 mlx5_comp6
  8 545          474      6397335      2996865           39 mlx5_comp7
total           4409     48065156     24026115
