idx irq        fired       rxpkts       txpkts         cpus name
  0 327          181            0            0         0-31 mlx5_async0
  1 328          626      2969365      1518217           32 mlx5_comp0
  2 539          616      3034321      1516303           33 mlx5_comp1
  3 540          703      3141634      1541953           34 mlx5_comp2
  4 541          694      3153561      1550441           35 mlx5_comp3
  5 542          792      3003467      1482708           36 mlx5_comp4
  6 543          712      3067249      1501998           37 mlx5_comp5
  7 544          738      2741527      1445306           38 mlx5_comp6
  8 545          517      2985740      1471803           39 mlx5_comp7
total           5579     24096864     12028729
