idx irq        fired       rxpkts       txpkts         cpus name
  0 317          441            0            0        32-63 mlx5_async0
  1 318          601      8154495      4248900           16 mlx5_comp0
  2 341          556      7478705      3347668           17 mlx5_comp1
  3 342          510      6923025      3695300           18 mlx5_comp2
  4 343          371      7167758      3459737           19 mlx5_comp3
  5 344          945      6590955      3638933           20 mlx5_comp4
  6 345          508      6920753      3526007           21 mlx5_comp5
  7 346          424      7972870      4084541           22 mlx5_comp6
  8 347          508      7869592      3516388           23 mlx5_comp7
total           4864     59078153     29517474
