idx irq        fired       rxpkts       txpkts         cpus name
  0 327          156            0            0         0-31 mlx5_async0
  1 328          272      8916700      4575607           32 mlx5_comp0
  2 539          316      9151550      4626143           33 mlx5_comp1
  3 540          310      9584438      4791388           34 mlx5_comp2
  4 541          329      9260592      4402047           35 mlx5_comp3
  5 542          322      9254308      4456198           36 mlx5_comp4
  6 543          339      9702744      4854057           37 mlx5_comp5
  7 544          305      9241001      4633585           38 mlx5_comp6
  8 545          333      8803976      4619645           39 mlx5_comp7
total           2682     73915309     36958670
