idx irq        fired       rxpkts       txpkts         cpus name
  0 327        11432            0            0         0-31 mlx5_async0
  1 328       302797      7197304      3440866           32 mlx5_comp0
  2 539       289765      7918372      3946865           33 mlx5_comp1
  3 540       304194      6973067      3308277           34 mlx5_comp2
  4 541       299694      6880838      3342852           35 mlx5_comp3
  5 542       271412      7687019      3837698           36 mlx5_comp4
  6 543       292618      6575863      3514032           37 mlx5_comp5
  7 544       288489      6708491      3515533           38 mlx5_comp6
  8 545       283704      6800846      3445155           39 mlx5_comp7
total        2344105     56741800     28351278
