idx irq        fired       rxpkts       txpkts         cpus name
  0 327          127            0            0         0-31 mlx5_async0
  1 328            0      7748754      3630391           32 mlx5_comp0
  2 539            0      7885610      3659894           33 mlx5_comp1
  3 540            0      7332550      3940677           34 mlx5_comp2
  4 541            0      7545346      3557599           35 mlx5_comp3
  5 542            0      7121052      3775174           36 mlx5_comp4
  6 543            0      7323428      3661578           37 mlx5_comp5
  7 544            0      7267916      3882321           38 mlx5_comp6
  8 545            0      7897725      3932505           39 mlx5_comp7
total            127     60122381     30040139
