idx irq        fired       rxpkts       txpkts         cpus name
  0 327          127            0            0         0-31 mlx5_async0
  1 328            0      1533261       728667           32 mlx5_comp0
  2 539            0      1503216       761408           33 mlx5_comp1
  3 540            0      1465246       773868           34 mlx5_comp2
  4 541            0      1573715       727314           35 mlx5_comp3
  5 542            0      1552808       747950           36 mlx5_comp4
  6 543            0      1457627       787580           37 mlx5_comp5
  7 544            0      1491712       742261           38 mlx5_comp6
  8 545            0      1520517       757868           39 mlx5_comp7
total            127     12098102      6026916
