idx irq        fired       rxpkts       txpkts         cpus name
  0 327          189            0            0         0-31 mlx5_async0
  1 328          745      3046517      1493848           32 mlx5_comp0
  2 539          688      2999702      1501865           33 mlx5_comp1
  3 540          673      3087937      1513821           34 mlx5_comp2
  4 541          420      2834492      1480076           35 mlx5_comp3
  5 542          672      3193873      1531978           36 mlx5_comp4
  6 543          612      2912764      1505182           37 mlx5_comp5
  7 544          674      3028900      1493183           38 mlx5_comp6
  8 545          604      3030122      1512975           39 mlx5_comp7
total           5277     24134307     12032928
