idx irq        fired       rxpkts       txpkts         cpus name
  0 327          127            0            0         0-31 mlx5_async0
  1 328            0      3120289      1603349           32 mlx5_comp0
  2 539            0      3068453      1430433           33 mlx5_comp1
  3 540            0      2872545      1530081           34 mlx5_comp2
  4 541            0      2864768      1552574           35 mlx5_comp3
  5 542            0      3100449      1546284           36 mlx5_comp4
  6 543            0      3000619      1433519           37 mlx5_comp5
  7 544            0      2873480      1497791           38 mlx5_comp6
  8 545            0      3213241      1432178           39 mlx5_comp7
total            127     24113844     12026209
