idx irq        fired       rxpkts       txpkts         cpus name
  0 327          127            0            0         0-31 mlx5_async0
  1 328            0      9350255      4776646           32 mlx5_comp0
  2 539            0      8937734      4666475           33 mlx5_comp1
  3 540            0      9190247      4501605           34 mlx5_comp2
  4 541            0      9481302      4471888           35 mlx5_comp3
  5 542            0      9008483      4686275           36 mlx5_comp4
  6 543            0      9555106      4590086           37 mlx5_comp5
  7 544            0      9380954      4743836           38 mlx5_comp6
  8 545            0      8949089      4465729           39 mlx5_comp7
total            127     73853170     36902540
