idx irq        fired       rxpkts       txpkts         cpus name
  0 327          177            0            0         0-31 mlx5_async0
  1 328          691      9105438      4568667           32 mlx5_comp0
  2 539          667      9313197      4521494           33 mlx5_comp1
  3 540          650      8786406      4589681           34 mlx5_comp2
  4 541          382      8926035      4363087           35 mlx5_comp3
  5 542          621      9126126      4466214           36 mlx5_comp4
  6 543          518      9251723      4655915           37 mlx5_comp5
  7 544          631      8705908      4626371           38 mlx5_comp6
  8 545          625      8954458      4289062           39 mlx5_comp7
total           4962     72169291     36080491
