idx irq        fired       rxpkts       txpkts         cpus name
  0 327        50642            0            0         0-31 mlx5_async0
  1 328       585608      1516997       776308           32 mlx5_comp0
  2 539       590966      1500510       784953           33 mlx5_comp1
  3 540       593792      1514589       790523           34 mlx5_comp2
  4 541       580087      1500152       789391           35 mlx5_comp3
  5 542       578996      1526554       746364           36 mlx5_comp4
  6 543       560619      1525208       776662           37 mlx5_comp5
  7 544       531844      1504699       587067           38 mlx5_comp6
  8 545       592365      1507728       771586           39 mlx5_comp7
total        4664919     12096437      6022854
