idx irq        fired       rxpkts       txpkts         cpus name
  0 327          157            0            0         0-31 mlx5_async0
  1 328          319      7335453      3904904           32 mlx5_comp0
  2 539          349      7730323      3769550           33 mlx5_comp1
  3 540          355      7456092      3740787           34 mlx5_comp2
  4 541          337      6763162      3875777           35 mlx5_comp3
  5 542          355      7537535      3921655           36 mlx5_comp4
  6 543          403      8078390      3413648           37 mlx5_comp5
  7 544          337      7498949      3686886           38 mlx5_comp6
  8 545          396      7687633      3717491           39 mlx5_comp7
total           3008     60087537     30030698
