idx irq        fired       rxpkts       txpkts         cpus name
  0 327          127            0            0         0-31 mlx5_async0
  1 328            0      4520225      2362007           32 mlx5_comp0
  2 539            0      4428585      2256060           33 mlx5_comp1
  3 540            0      4501016      2201776           34 mlx5_comp2
  4 541            0      4399512      2247500           35 mlx5_comp3
  5 542            0      4553618      2202332           36 mlx5_comp4
  6 543            0      4406054      2268183           37 mlx5_comp5
  7 544            0      4729818      2211768           38 mlx5_comp6
  8 545            0      4538969      2274626           39 mlx5_comp7
total            127     36077797     18024252
