idx irq        fired       rxpkts       txpkts         cpus name
  0 327          128            0            0         0-31 mlx5_async0
  1 328            0      1600382       767221           32 mlx5_comp0
  2 539            3      1448897       759940           33 mlx5_comp1
  3 540            5      1572244       761645           34 mlx5_comp2
  4 541           95      1540513       749637           35 mlx5_comp3
  5 542            0      1456039       755793           36 mlx5_comp4
  6 543           22      1475316       734082           37 mlx5_comp5
  7 544            3      1563307       753505           38 mlx5_comp6
  8 545            4      1451281       737284           39 mlx5_comp7
total            260     12107979      6019107
