idx irq        fired       rxpkts       txpkts         cpus name
  0 327        12712            0            0         0-31 mlx5_async0
  1 328       305654      6918928      3446975           32 mlx5_comp0
  2 539       304058      6623489      3404610           33 mlx5_comp1
  3 540       267320      7650653      3915740           34 mlx5_comp2
  4 541       305131      6797124      3317545           35 mlx5_comp3
  5 542       285274      7135164      3577344           36 mlx5_comp4
  6 543       302414      6803346      3401102           37 mlx5_comp5
  7 544       300408      6636678      3446227           38 mlx5_comp6
  8 545       297276      7081710      3310906           39 mlx5_comp7
total        2380247     55647092     27820449
