idx irq        fired       rxpkts       txpkts         cpus name
  0 327          129            0            0         0-31 mlx5_async0
  1 328           18      2971729      1496737           32 mlx5_comp0
  2 539           57      2899707      1481347           33 mlx5_comp1
  3 540           27      3072188      1510454           34 mlx5_comp2
  4 541            5      3139940      1541301           35 mlx5_comp3
  5 542           21      3056199      1506239           36 mlx5_comp4
  6 543            8      3056902      1523507           37 mlx5_comp5
  7 544           18      2905973      1468655           38 mlx5_comp6
  8 545           29      2981887      1498836           39 mlx5_comp7
total            312     24084525     12027076
