idx irq        fired       rxpkts       txpkts         cpus name
  0 327          130            0            0         0-31 mlx5_async0
  1 328           20      1469204       750435           32 mlx5_comp0
  2 539           22      1494877       750434           33 mlx5_comp1
  3 540            3      1461636       745395           34 mlx5_comp2
  4 541           15      1479720       752447           35 mlx5_comp3
  5 542            3      1584471       756232           36 mlx5_comp4
  6 543            4      1588911       751078           37 mlx5_comp5
  7 544            8      1506844       759452           38 mlx5_comp6
  8 545           45      1495285       759661           39 mlx5_comp7
total            250     12080948      6025134
