idx irq        fired       rxpkts       txpkts         cpus name
  0 327         8454            0            0         0-31 mlx5_async0
  1 328       285974      8097544      3810940           32 mlx5_comp0
  2 539       265049      9092098      4546493           33 mlx5_comp1
  3 540       288963      6061239      4049385           34 mlx5_comp2
  4 541       302088      6071464      3430460           35 mlx5_comp3
  5 542       306772      7625973      2909236           36 mlx5_comp4
  6 543       264693      8972737      4485916           37 mlx5_comp5
  7 544       267790      8773317      4315712           38 mlx5_comp6
  8 545       303766      6857986      3228706           39 mlx5_comp7
total        2293549     61552358     30776848
