idx irq        fired       rxpkts       txpkts         cpus name
  0 317          400            0            0        32-63 mlx5_async0
  1 318           78      4427166      2208911           16 mlx5_comp0
  2 341            8      4543596      2151381           17 mlx5_comp1
  3 342            1      4772385      2352307           18 mlx5_comp2
  4 343            0      4502639      2375312           19 mlx5_comp3
  5 344          122      4302539      2242081           20 mlx5_comp4
  6 345           16      4701730      2252040           21 mlx5_comp5
  7 346           10      4462466      2209272           22 mlx5_comp6
  8 347           13      4420812      2242769           23 mlx5_comp7
total            648     36133333     18034073
