idx irq        fired       rxpkts       txpkts         cpus name
  0 327        12317            0            0         0-31 mlx5_async0
  1 328       282472      7354256      3101434           32 mlx5_comp0
  2 539       291976      6058740      3699740           33 mlx5_comp1
  3 540       289184      7308094      3050473           34 mlx5_comp2
  4 541       270962      7397749      3214838           35 mlx5_comp3
  5 542       306060      6205589      3647415           36 mlx5_comp4
  6 543       282943      7416458      3085119           37 mlx5_comp5
  7 544       295079      6102339      3673728           38 mlx5_comp6
  8 545       286175      6421273      3653123           39 mlx5_comp7
total        2317168     54264498     27125870
