idx irq        fired       rxpkts       txpkts         cpus name
  0 327        11594            0            0         0-31 mlx5_async0
  1 328       303335      6200227      4159077           32 mlx5_comp0
  2 539       268502      9079102      4536915           33 mlx5_comp1
  3 540       326663      5167164      3658006           34 mlx5_comp2
  4 541       309887      8000089      3092170           35 mlx5_comp3
  5 542       312956      8323066      2578169           36 mlx5_comp4
  6 543         1671      9549597      4774093           37 mlx5_comp5
  7 544       293228      6831184      4002956           38 mlx5_comp6
  8 545       319061      7320564      3411396           39 mlx5_comp7
total        2146897     60470993     30212782
