idx irq        fired       rxpkts       txpkts         cpus name
  0 327          128            0            0         0-31 mlx5_async0
  1 328            1      3039558      1516592           32 mlx5_comp0
  2 539           21      2910294      1478428           33 mlx5_comp1
  3 540            3      3177387      1476381           34 mlx5_comp2
  4 541           99      3012169      1533357           35 mlx5_comp3
  5 542            5      2861440      1507203           36 mlx5_comp4
  6 543           42      2987747      1486265           37 mlx5_comp5
  7 544           14      2976261      1500643           38 mlx5_comp6
  8 545           24      3126054      1529689           39 mlx5_comp7
total            337     24090910     12028558
