idx irq        fired       rxpkts       txpkts         cpus name
  0 327          130            0            0         0-31 mlx5_async0
  1 328            3      7565993      4130268           32 mlx5_comp0
  2 539            0      7292004      3634412           33 mlx5_comp1
  3 540           10      7426977      3704005           34 mlx5_comp2
  4 541           84      7178368      3776293           35 mlx5_comp3
  5 542            0      7275287      3645998           36 mlx5_comp4
  6 543           12      7641129      3592329           37 mlx5_comp5
  7 544            1      8267058      3731698           38 mlx5_comp6
  8 545           16      7468152      3818949           39 mlx5_comp7
total            256     60114968     30033952
