idx irq        fired       rxpkts       txpkts         cpus name
  0 327          127            0            0         0-31 mlx5_async0
  1 328            0      7838667      3885425           32 mlx5_comp0
  2 539            0      7369890      3862827           33 mlx5_comp1
  3 540            0      7725738      3653825           34 mlx5_comp2
  4 541            0      7306751      3918185           35 mlx5_comp3
  5 542            0      7198069      3773603           36 mlx5_comp4
  6 543            0      7552075      3685728           37 mlx5_comp5
  7 544            0      7310629      3597848           38 mlx5_comp6
  8 545            0      7770214      3651018           39 mlx5_comp7
total            127     60072033     30028459
