idx irq        fired       rxpkts       txpkts         cpus name
  0 327        29139            0            0         0-31 mlx5_async0
  1 328       380103      2926789      1511902           32 mlx5_comp0
  2 539       382685      3165246      1488821           33 mlx5_comp1
  3 540       372025      2965572      1502050           34 mlx5_comp2
  4 541       373665      3008433      1516227           35 mlx5_comp3
  5 542       392002      2951361      1499792           36 mlx5_comp4
  6 543       372380      3061334      1500942           37 mlx5_comp5
  7 544       385125      2872409      1500830           38 mlx5_comp6
  8 545       379645      3110627      1503536           39 mlx5_comp7
total        3066769     24061771     12024100
