idx irq        fired       rxpkts       txpkts         cpus name
  0 327          202            0            0         0-31 mlx5_async0
  1 328         1055      7449466      3763867           32 mlx5_comp0
  2 539          877      7712131      3687223           33 mlx5_comp1
  3 540          952      7492828      3741054           34 mlx5_comp2
  4 541          417      7109092      3761777           35 mlx5_comp3
  5 542          840      7398135      3741457           36 mlx5_comp4
  6 543          707      7670144      3821725           37 mlx5_comp5
  7 544          888      7666215      3733974           38 mlx5_comp6
  8 545          778      7607520      3777161           39 mlx5_comp7
total           6716     60105531     30028238
