idx irq        fired       rxpkts       txpkts         cpus name
  0 327          130            0            0         0-31 mlx5_async0
  1 328           37      3057361      1526397           32 mlx5_comp0
  2 539           27      2884568      1502042           33 mlx5_comp1
  3 540           17      3133362      1471184           34 mlx5_comp2
  4 541           31      2922495      1507989           35 mlx5_comp3
  5 542           10      2935524      1514086           36 mlx5_comp4
  6 543           13      2994677      1483869           37 mlx5_comp5
  7 544           13      3067526      1525899           38 mlx5_comp6
  8 545           74      3073219      1494147           39 mlx5_comp7
total            352     24068732     12025613
