idx irq        fired       rxpkts       txpkts         cpus name
  0 327          154            0            0         0-31 mlx5_async0
  1 328          323      3145364      1464774           32 mlx5_comp0
  2 539          333      2880632      1505973           33 mlx5_comp1
  3 540          306      3184991      1512167           34 mlx5_comp2
  4 541          321      2985517      1525439           35 mlx5_comp3
  5 542          305      3234729      1530146           36 mlx5_comp4
  6 543          329      2978071      1491422           37 mlx5_comp5
  7 544          288      2907477      1499706           38 mlx5_comp6
  8 545          352      2765297      1499151           39 mlx5_comp7
total           2711     24082078     12028778
