idx irq        fired       rxpkts       txpkts         cpus name
  0 317          387            0            0        32-63 mlx5_async0
  1 318            0      6836452      3872430           16 mlx5_comp0
  2 341            0      7549950      3931482           17 mlx5_comp1
  3 342            0      7980990      3866088           18 mlx5_comp2
  4 343            0      7083001      3418330           19 mlx5_comp3
  5 344            0      7351760      3547074           20 mlx5_comp4
  6 345            0      7850789      3938989           21 mlx5_comp5
  7 346            0      7743303      3684134           22 mlx5_comp6
  8 347            0      7747307      3783604           23 mlx5_comp7
total            387     60143552     30042131
